index,symbol,company,earnings_date,eps_estimates,eps_reported,surprise_percent
407,ABMD,"Abiomed, Inc.",2006-02-02 00:00:00,-0.15,-0.17,-11.48
408,ABMD,"Abiomed, Inc.",2005-11-02 00:00:00,-0.16,-0.11,32.65
409,ABMD,"Abiomed, Inc.",2005-08-04 00:00:00,-0.15,-0.22,-46.67
410,ABMD,"Abiomed, Inc.",2005-05-31 00:00:00,,-0.01,
411,ABMD,"Abiomed, Inc.",2005-01-31 00:00:00,-0.01,-0.01,
412,ABMD,"Abiomed, Inc.",2004-11-01 00:00:00,-0.03,0.02,166.67
413,ABMD,"Abiomed, Inc.",2003-08-11 00:00:00,-0.24,-0.15,37.5
414,ABMD,"Abiomed, Inc.",2003-06-06 00:00:00,-0.22,-0.15,31.82
415,ABMD,"Abiomed, Inc.",2003-02-13 00:00:00,-0.32,-0.21,35.38
416,ABMD,"Abiomed, Inc.",2002-11-14 00:00:00,-0.37,-0.25,33.33
417,ABMD,"Abiomed, Inc.",2002-08-15 00:00:00,-0.35,-0.26,26.24
418,ABMD,"Abiomed, Inc.",2002-05-16 00:00:00,-0.33,-0.32,4.19
419,ABMD,"Abiomed, Inc.",2002-01-24 00:00:00,-0.32,-0.31,3.88
420,ABMD,"Abiomed, Inc.",2001-10-25 00:00:00,-0.31,-0.34,-9.68
421,ABMD,"Abiomed, Inc.",2001-07-26 00:00:00,-0.23,-0.3,-28.57
422,ABMD,"Abiomed, Inc.",2001-05-17 00:00:00,-0.2,-0.2,1.64
423,ABMD,"Abiomed, Inc.",2001-01-25 00:00:00,-0.17,-0.18,-5.88
424,ABMD,"Abiomed, Inc.",2000-10-26 00:00:00,-0.12,-0.07,41.67
425,ABMD,"Abiomed, Inc.",2000-07-27 00:00:00,-0.09,-0.09,-2.7
426,ABMD,"Abiomed, Inc.",2000-05-11 00:00:00,-0.18,-0.17,4.23
427,ABMD,"Abiomed, Inc.",1999-05-12 00:00:00,-0.12,-0.08,36.0
428,ABMD,"Abiomed, Inc.",1999-01-21 00:00:00,-0.11,-0.13,-22.73
429,ABMD,"Abiomed, Inc.",1998-10-21 00:00:00,-0.12,-0.14,-16.0
430,ABMD,"Abiomed, Inc.",1998-07-28 00:00:00,-0.1,-0.03,71.43
431,ABMD,"Abiomed, Inc.",1998-05-28 00:00:00,-0.08,-0.09,-9.09
432,ABMD,"Abiomed, Inc.",1998-01-28 00:00:00,-0.05,-0.07,-27.27
433,ABMD,"Abiomed, Inc.",1995-05-16 00:00:00,-0.01,,100.0
434,ABMD,"Abiomed, Inc.",1995-01-24 00:00:00,-0.01,,100.0
435,ABMD,"Abiomed, Inc.",1994-10-26 00:00:00,-0.01,,66.67
